Action	Reward
{'layer0_row195': [0, 195]}	tensor(-0.2069)
{'layer0_row197': [0, 197]}	tensor(-0.2041)
{'layer0_row32': [0, 32]}	tensor(-0.2014)
{'layer0_row214': [0, 214]}	tensor(-0.1986)
{'layer1_row61': [1, 61]}	tensor(-0.1958)
{'layer1_row11': [1, 11]}	tensor(-0.1955)
{'layer1_row63': [1, 63]}	tensor(-0.1954)
{'layer0_row78': [0, 78]}	tensor(-0.1949)
{'layer0_row56': [0, 56]}	tensor(-0.1923)
{'layer0_row24': [0, 24]}	tensor(-0.1896)
{'layer0_row46': [0, 46]}	tensor(-0.1868)
{'layer0_row252': [0, 252]}	tensor(-0.1839)
{'layer0_row260': [0, 260]}	tensor(999.8187)
